EventID,ActorName,TargetName,HostName,ActorID,TargetID,HostID,DyadID,Host_agency,Event_type,Year,Month,Day,Quarter,Eventsummary,Source,Host_agency,Twelve_rule,Announcementform,Crackdownform,Crackdown_dislodged,Crackdown_dislodged_justification,Crackdown_Leadershipdecapitation,Crackdown_Leadershipdecapitation_summary,Crackdown_intrusive,Crackdown_joint,Crackdown_intrusive_joint_summary,Dom_territoryname,Accession_eventclarity,Accession_dateclarity,Pledge_eventclarity,Pledge_dateclarity,Crackdown_eventclarity,Crackdown_dateclarity,Dom_eventclarity,Dom_dateclarity
45,Boko Haram,Nigeria,Cameroon,1051,475,471,297,1,Pledge,2012,2,28,,"(1) ""As part of measures at fostering defence and security cooperation at bilateral levels, the governments of Cameroon and Nigeria entered into the Agreement on the Establishment of the Cameroon-Nigeria Trans-border Security Committee. This agreement was signed in Abuja on 28 February 2012. Article 5 of this agreement spells out the areas of cooperation as follows: Exchange of information and experiences on security. Investigation, survey, studies and research to prevent acts of trans-border security. Conduct of border control operations between the two countries""; (2) ""Nigeria and Cameroon signed an agreement to set up the Trans-border Security Committee in 2012. The bilateral agreement had the sole objective of exploring and adopting measures to deny the insurgents easy access to penetrate either Cameroon or Nigeria through common borders.""",Agbu and Okereke 2022: 154; Tar and Ahmed 2022: 187,1,,2,,,,,,,,,,,,4,4,,,,
46,Boko Haram,Nigeria,Cameroon,1051,475,471,297,,Toleration,2013,2,28,,"(1) ""However, Cameroon remained reluctant to engage further for fear of Boko Haram reprisals within its own borders""; (2) ""Cameroon’s government was slow to react against the Boko Haram menace, due to historic tensions with Nigeria, an aversion to intervening in what it perceived as its neighbour’s internal problem, and a fear of becoming a target""; (3) ""Faced with Boko Haram, the government initially resorted to a strategy of denial. Out of negligence and because of historic tensions with its neighbour, but also to avoid being targeted by the jihadist group, up to 2013 it preferred to stay out of a problem that was perceived as internal to Nigeria.""",Chilaka and Onyebuchi 2019: 52; ICG 2016: i; ICG 2016: 22,,1,,,,,,,,,,,,,,,,,,
47,Boko Haram,Nigeria,Cameroon,1051,475,471,297,1,Pledge,2014,5,14,,"(1) ""On 14 May 2014, Cameroon officially declared war on Boko Haram""; (2) ""the Paris summit of 17 May 2014, which was attended by former President Goodluck Jonathan of Nigeria and President Paul Biya, among other Heads of State. This summit focused on security issues in Nigeria, especially the escalation of Boko Haram aggression beyond Nigeria’s national boundaries to contiguous countries of the Lake Chad Basin""; (3) ""with the spread of the sect’s activities across the Lake Chad Basin and the series of events that unfolded in the form of abductions, bombings, and attacks in Cameroon, the Cameroonian government officially declared war on Boko Haram on 14 May 2014 and promulgated Law No. 2014/028 of 23 December 2014 on the suppression of acts of terrorism""",Tar and Ahmed 2022: 175; Agbu and Okereke 2022: 155; Tar and Ahmed 2022: 183,1,,1,,,,,,,,,,,,4,4,,,,
48,Boko Haram,Nigeria,Cameroon,1051,475,471,297,1,Crackdown,2014,6,,,"(1) ""A spectacular attack on the Waza construction camp of the Chinese company Sinohydro in May 2014 finally pushed Cameroon into declaring war on Boko Haram and deploying 700 soldiers from the BIR as reinforcements in the Far North.""; (2) ""[During the summer of 2014] spillover into Far North Region by combatants and fleeing Nigerians sparked a ground campaign from the Cameroonian military, supported from January 2015 by a multi-national joint task force from Lake Chad Basin countries""; (3) ""Cameroon began to dismantle Boko Haram's arms caches""",ICG 2016: 11; Rackley 2017; Chilaka and Onyebuchi 2019: 53,1,,,3,,,0,,0,0,,,,,,,4,4,,
49,Boko Haram,Nigeria,Cameroon,1051,475,471,297,1,Crackdown_dislodged,2015,2,,,"(1) ""Chadian and Cameroonian forces secured their mutual border, before forcing fighters towards the Chadian border and dislodging them from Cameroonian territory. Once expelled, this approach ensured “that Boko Haram [did] not have access to the use of the borders for launching attacks”, and this denied it safe havens and significantly degraded its capacity.""; (2) ""As the conflict intensified, Cameroon demanded hot pursuit rights from Nigeria in 2014 and, in cooperation with Chad, launched Operation Logone in January 2015. (...)  The two armies carry out coordinated operations and regularly exchange intelligence.""; (3) ""Boko Haram extended armed attacks into northern Cameroon in 2014 but was substantially beaten back by joint Cameroonian, Chadian and Nigerian armed forces in early 2015""; (4) ""In 2015, as the extremists began attacking Nigeria’s neighbors with greater frequency, Cameroon ramped up cooperation under the Multinational Joint Task Force, a regional military effort to address the threat.""; (5) ""African leaders are stepping up their response to Boko Haram, with Chadian soldiers chasing the militants from a northern Nigerian town""; (6) ""The MNJTF has dislodged Boko Haram from their strongholds, except for the Sambisa Forest, and freed many hostages kidnapped by the group""; (7) ""the MNJTF has recorded successes on ground in dislodging Boko Haram [from Cameroon]""",Hankins 2020: 40; ICG 2016: 27; Rackley 2017; Corey-Boulet 2018; Sengupta and Nossiter 2015; Mutah 2021: 105; Happi 2020: 4,1,,,3,,"(1) ""following international military collaboration among the four countries of the Lake Chad basin [beginning in summer 2014], Boko Haram lost almost all its territory in the course of five months."" (Hassan 2022: 78); (2) ""Chadian and Cameroonian forces secured their mutual border, before forcing fighters towards the Chadian border and dislodging them from Cameroonian territory. Once expelled, this approach ensured “that Boko Haram [did] not have access to the use of the borders for launching attacks”, and this denied it safe havens and significantly degraded its capacity."" (Hankins 2020: 40)",0,,1,1,"(1) ""a ground campaign from the Cameroonian military, supported from January 2015 by a multi-national joint task force from Lake Chad Basin countries""; (2) ""joint Cameroonian, Chadian and Nigerian armed forces in early 2015""; (3) ""Cameroonian forces conducted joint operations along with the Nigerian Army on Nigeria’s territory""",,,,,,4,4,,
50,Boko Haram,Nigeria,Nigeria,1051,475,475,297,,Dom gain,2013,NA,,1,"(1) ""the notorious Sambisa Forest of Nigeria. The vast and extensive forest has served as Boko Haram’s base since 2013""; (2) ""Its [Boko Haram's] most significant territorial expansion campaigns took place between 2013""",Musah 2021: 3; Hassan 2022: 78,,,,,,,,,,,,,,,,,,,,
51,Boko Haram,Nigeria,Nigeria,1051,475,475,297,,Dom loss,2021,NA,,1,"(1) ""Boko Haram was active until 2021, when ISWAP killed its leader, absorbed its territory, and relegated its members to remote islands in Lake Chad.""",CFR 2023,,,,,,,,,,,,,,,,,,,,
52,CNDD-FDD ,Burundi,DR Congo (Zaire),434,516,490,597,,Accession,1996,8,,,"(1) ""In [late July] 1996 Pierre Buyoya, a Tutsi, came to power through a coup d’état that was supported by the Tutsi-dominated Burundian military. Due to ongoing violence, huge numbers of people were forced to flee to neighbouring countries, particularly Zaire and Tanzania. Hiding among these refugees were Hutu-dominated rebel groups such as the CNDD-FDD.""; (2) ""CNDD-FDD used Congolese territory as bases for assault and retreat; to some extent they benefited from (at least passive) complicity, and at any rate territorial control of the collapsed state was nominal at most.""; (3) ""In South Kivu, the ex-FAR shared its military expertise with the CNDD-FDD."" ",Ansorg 2020: 584-85; Reyntjens 1999: 242; Rafti 2007: 68,,,,,,,,,,,,,4,4,,,,,,
53,CNDD-FDD ,Burundi,DR Congo (Zaire),434,516,490,597,0,Crackdown_dislodged,1996,10,12,,"(1) ""[On 12 October 1996] the Banyamulenge and ADFL forces launched an attack on the refugee camps and the FDD support bases in Zaire (...) [And thus the] support structure which had provided the FDD with its fall-back positions in Zaire began to collapse; (2) ""The first Congo war (1996-1997) was a severe blow to FDD organisational capacity. The joint military operations conducted by Rwanda, Uganda, Burundi and Eritrea in Eastern Congo destroyed FDD rear bases and disrupted supply routes.""; (3) ""most of the [CNDD-FDD] guerrillas fleeing Zaire reentered northern Burundi only in an effort to reach the eastern border with Tanzania, hoping to find a safe haven there.""; (4) ""the events which unfolded between early September and late November 1996 enabled the Rwandan leadership fully to realize (...)  [the goal to] liquidate the FDD bases around Uvira [in DR Congo] and thus indirectly strengthen the [Burundian] Buyoya regime""; (5) ""The FAB had had troops in South Kivu since October 1996 to counter FDD infiltrations.""",Prunier 1997: 14-15; ICG 2002: 7; Prunier 1997: 15; Prunier 1997: 6; Prunier 2009: 416 fn. 134,0,,,3,,"""The joint military operations (…) destroyed FDD rear bases and disrupted supply routes [in Congo]."" (ICG 2002: 7)",0,"""The joint military operations (…) destroyed FDD rear bases and disrupted supply routes [in Congo]."" (ICG 2002: 7)",1,0,"(1) ""joint military operations conducted by Rwanda, Uganda, Burundi and Eritrea in Eastern Congo""",,,,,,4,4,,
54,CNDD-FDD ,Burundi,DR Congo (Zaire),434,516,490,597,,Toleration,1998,8,,,"(1) ""With intensification of the Congo conflict from 1998, the Ndayikengurukiye’s FDD got a new lease on life by allying with Laurent Kabila in exchange for ammunition, equipment and funding.""; (2) ""Ties between the Burundi rebellion and the Kabila government deepened. In return for Kinshasa’s support, the (...) CNDD-FDD of Jean-Bosco Ndayikengurukiye agreed to assist Kabila in his war.""; (3) ""When the second war began in [August] 1998, the alliances shifted: former AFDL leader Laurent Désiré Kabila turned to the ex-FAR/Interahamwe, CNDD-FDD and the Maï Maï – his former opponents""",ICG 2002: 8; ICG 2000: 18; Rafti 2007: 68,,,,,,,,,,,,,4,4,,,,,,
55,CNDD-FDD ,Burundi,DR Congo (Zaire),434,516,490,597,1,Crackdown,2002,1,,,"(1) ""Since the beginning of 2002, the army has registered a number of significant victories that have boosted its morale and weakened the rebellion. Successes inside the Congo closed-off supply routes used by rebel units in southwestern Burundi. Capture of the Ubwari Peninsula by the combined forces of Rwanda, the Congolese Rally for Democracy (RCD), and the Burundi army dealt a severe blow to FDD capacities in South Kivu.""; (2) ""After the visit to Kinshasa of the Burundi transition Minister for Foreign Affairs, Térence Sinunguruza in January 2002, it became clear that the DRC was eager to normalise relations with Burundi and resolve the issue of the FDD presence on its territory. FDD officers in Kigoma indicated, for instance, that in January 2002 their families were given an ultimatum to leave the country within three months.""",ICG 2002: 3; ICG 2002: 11,1,,,5,,"""Capture of the Ubwari Peninsula by the combined forces of Rwanda, the Congolese Rally for Democracy (RCD), and the Burundi army dealt a severe blow to FDD capacities in South Kivu."" (ICG 2002: 3)",0,,1,0,"(1) Capture of the Ubwari Peninsula by the combined forces of Rwanda, the Congolese Rally for Democracy (RCD), and the Burundi army""",,,,,,4,4,,
56,CNDD-FDD ,Burundi,DR Congo (Zaire),434,516,490,597,0,Crackdown_dislodged,2002,3,,,"(1) ""Successes inside the Congo closed-off supply routes used by rebel units in southwestern Burundi""; (2) ""Following this incident [in March 2002], FDD fighters were reported to have dispersed in Zambia, Tanzania and other parts of Katanga."" ",ICG 2002: 3; ICG 2002: 11,0,,,3,,"(1) ""Following this incident [in March 2002], FDD fighters were reported to have dispersed in Zambia, Tanzania and other parts of Katanga."" (ICG 2002: 11)",0,,1,0,"(1) Capture of the Ubwari Peninsula by the combined forces of Rwanda, the Congolese Rally for Democracy (RCD), and the Burundi army""",,,,,,4,4,,
57,CPN-M,Nepal,India,258,790,750,562,,Accession,1998,9,,,"(1) ""September that year [1998], there were reports that Nepali and Indian Maoists had held a two-week-long secret meeting in the Indian city of Kolkata. [(…) Later on] concrete evidence surfaced regarding links between the Maoists and like-minded groups in India""",Mishra 2004: 635,,,,,,,,,,,,,4,4,,,,,,
58,CPN-M,Nepal,India,258,790,750,562,1,Pledge,2001,9,20,,"(1) ""Against this background late that month [September], the Indian foreign minister, Jaswant Singh, labeled the Maoists as terrorists and stated that India supported the Nepali government in its fight against them. (...) The Foreign Ministry spokeswoman, Nirupama Rao, promised that India would not allow its territory to be used by those inimical to Nepalese interests."" (2) ""Following anti-terrorist trends [immediately after 9/11], the Indian and US governments listed the CPN (M) as a proscribed terrorist group, and the Indian government deployed its security forces along the Nepali border""",Mishra 2004: 637; Ogura 2008: 22,1,,1,,,,,,,,,,,,5,5,,,,
59,CPN-M,Nepal,India,258,790,750,562,,Toleration,2003,3,,,,,,1,,,,,,,,,,,,,,,,,,
60,CPN-M,Nepal,India,258,790,750,562,1,Crackdown,2003,8,20,,"(1) ""In August 2003, an important member of the CPN (M) Politburo, Gajurel, was arrested at Chennai Airport. Over the next few months, other Maoist leaders met the same fate, and by April 2004, 11 out of the 95 Central Committee members had been arrested in India"" (2) ""Just before the breakdown [of talks, 21 August], reports came in that Indian authorities had arrested a high-profile Maoist politburo member, C. P. Gajurel, at Chennai International Airport""; (3) ""So far, India has arrested and handed over around 60 Maoist leaders and activists to Nepal. However, that seems to have made no difference whatsoever to the functioning of the Maoist leadership on Indian soil.""",Ogura 2008: 20; Mishra 2004: 640; Mishra 2004: 642,1,,,1,,"""Over the next few months, other Maoist leaders met the same fate, and by April 2004, 11 out of the 95 Central Committee members had been arrested in India"" (Ogura 2008: 20)",1,"""11 out of the 95 Central Committee members had been arrested in India"" (Ogura 2008: 20)",0,0,,,,,,,4,4,,
